
id,name,wikilink,counter,lang,botanist
353,Crassula arborescens,http://eol.org/data_objects/23757153,8,en,
354,"Euphorbia milii, Crown of thorns",http://en.wikipedia.org/wiki/Euphorbia_milii,76,en,
355,"Catalpa bignonioides, katalpa trubačovitá",http://botany.cz/cs/catalpa-bignonioides/,1,cs,
356,Ecballium elaterium,http://tinyurl.com/q3qrrg7,2,en,
357,Zandeteschia,http://en.wikipedia.org/wiki/Zantedeschia,18,en,
359,"Ficus benjamina, Weeping fig",http://en.wikipedia.org/wiki/Ficus_benjamina,111,en,
360,Brugmansia,http://eol.org/pages/61642/overview,15,en,
361,Ochna,http://eol.org/pages/60385/overview,1,en,
362,Banksia robur,http://en.wikipedia.org/wiki/Banksia_robur,1,en,
363,Malope trifida,http://en.wikipedia.org/wiki/Malope_trifida,2,en,
364,Cortaderia selloana,http://en.wikipedia.org/wiki/Cortaderia_selloana,23,en,
365,Kniphofia uvaria,http://en.wikipedia.org/wiki/Kniphofia_uvaria,29,en,
366,Celosia,http://en.wikipedia.org/wiki/Celosia,10,en,
367,Plectranthus verticillatus,http://en.wikipedia.org/wiki/Plectranthus_verticillatus,49,en,
368,"Tilia cordata, lípa srdčitá",http://cs.wikipedia.org/wiki/L%C3%ADpa_malolist%C3%A1,1,cs,
369,"Cyathus, bird's nest fungi",http://en.wikipedia.org/wiki/Cyathus,1,en,
370,Senecio chenopodioides,http://www.floridata.com/ref/p/pseu_che.cfm,2,en,
371,Citrus medica var. sarcodactylis,http://en.wikipedia.org/wiki/Buddha%27s_hand,4,en,
372,Oncidium,http://en.wikipedia.org/wiki/Oncidium,11,en,
373,"Aptenia cordifolia, apténie srdčitá",http://botany.cz/cs/aptenia-cordifolia/,2,cs,
374,"Salix caprea, Goat willow",http://en.wikipedia.org/wiki/Salix_caprea,27,en,
375,Eryngium paniculatum,http://es.wikipedia.org/wiki/Eryngium_paniculatum,1,en,
377,"Campanula trachelium, zvonek kopřivolistý",http://botany.cz/cs/campanula-trachelium/,1,cs,
378,Lantana montevidensis,http://en.wikipedia.org/wiki/Lantana_montevidensis,28,en,
380,"Arabis hirsuta, Huseník chlupatý",http://botany.cz/cs/arabis-hirsuta/,1,cs,
381,Heliconia,http://en.wikipedia.org/wiki/Heliconia,7,en,
382,Craspedia globosa,http://en.wikipedia.org/wiki/Craspedia,4,en,
386,Cortaderia,http://en.wikipedia.org/wiki/Cortaderia,8,en,
387,Agapanthus,http://en.wikipedia.org/wiki/Agapanthus,9,en,
388,Globba,http://eol.org/pages/107376/overview,1,en,
389,Passiflora caerulea,http://en.wikipedia.org/wiki/Passiflora_caerulea,77,en,
390,Lampranthus blandus,http://en.wikipedia.org/wiki/Lampranthus,4,en,
391,Narcissus papyraceus,http://en.wikipedia.org/wiki/Narcissus_papyraceus,19,en,
392,Asclepias physocarpa,http://en.wikipedia.org/wiki/Asclepias_physocarpa,10,en,
393,"Magnolia, šácholan",http://cs.wikipedia.org/wiki/%C5%A0%C3%A1cholan,2,cs,
394,Clathrus archeri,http://en.wikipedia.org/wiki/Clathrus_archeri,1,en,
395,"Lonicera, Honeysuckle",http://en.wikipedia.org/wiki/Honeysuckle,38,en,
396,Senecio mandraliscae,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=1498,7,en,
397,Acanthus mollis,http://en.wikipedia.org/wiki/Acanthus_mollis,31,en,
398,Pachystachys lutea,http://en.wikipedia.org/wiki/Pachystachys_lutea,11,en,
399,Tecoma stans,http://eol.org/pages/578225/overview,2,en,
400,Beta vulgaris var. vulgaris,http://en.wikipedia.org/wiki/Beta_vulgaris,8,en,
401,Acer saccharinum,http://en.wikipedia.org/wiki/Acer_saccharinum,11,en,
402,Nephelium lappaceum,http://en.wikipedia.org/wiki/Rambutan,2,en,
403,Argyroxiphium sandwicense ssp. macrocephalum,http://en.wikipedia.org/wiki/Haleakala_silversword,1,en,
404,Berberis,http://en.wikipedia.org/wiki/Berberis,9,en,
405,Juniperus,http://en.wikipedia.org/wiki/Juniper,42,en,
406,Jatropha,http://en.wikipedia.org/wiki/Jatropha,2,en,
407,Agave,http://en.wikipedia.org/wiki/Agave,25,en,
408,Schefflera elegantissima,http://en.wikipedia.org/wiki/Schefflera_elegantissima,13,en,
409,Capsicum,http://en.wikipedia.org/wiki/Capsicum,14,en,
410,Duranta,http://en.wikipedia.org/wiki/Duranta,6,en,
411,Trachelospermum ,http://en.wikipedia.org/wiki/Trachelospermum,5,en,
412,Nigella damascena,http://en.wikipedia.org/wiki/Nigella_damascena,30,en,
413,Galinsoga,http://en.wikipedia.org/wiki/Galinsoga,8,en,
414,Actaea pachypoda,http://en.wikipedia.org/wiki/Actaea_pachypoda,8,en,
415,Sandersonia aurantiaca,http://en.wikipedia.org/wiki/Sandersonia,1,en,
416,"Verbascum nigrum, divizna černá",http://botany.cz/cs/verbascum-nigrum/,1,cs,
417,"Crassula perforata, Baby's Necklace",http://davesgarden.com/guides/pf/go/96459/,4,en,
418,Mesembryanthemum crystallinum,http://en.wikipedia.org/wiki/Mesembryanthemum_crystallinum,3,en,
419,"Callistemon, Bottlebrush",http://en.wikipedia.org/wiki/Callistemon,36,en,
420,Petasites japonicus,http://en.wikipedia.org/wiki/Petasites_japonicus,7,en,
421,Polygala chamaebuxus,http://en.wikipedia.org/wiki/Polygala_chamaebuxus,2,en,
422,Mandevilla sanderi,http://en.wikipedia.org/wiki/Mandevilla_sanderi,99,en,
423,"Brugmansia candida, Angel's trumpet",http://eol.org/pages/487983/overview,10,en,
424,Psilocybe,http://en.wikipedia.org/wiki/Psilocybe,1,en,
425,Solanum,http://en.wikipedia.org/wiki/Solanum,13,en,
426,"Rosmarinus officinalis, Rosemary",http://en.wikipedia.org/wiki/Rosemary,69,en,
427,Allamanda catharctica,http://en.wikipedia.org/wiki/Allamanda_cathartica,13,en,
428,Limonium 'Diamond White',http://nationalflowermart.com/superselectdiamondwhite.aspx,1,en,
429,Ipomoea,http://en.wikipedia.org/wiki/Ipomoea,43,en,
430,Osteospermum,http://en.wikipedia.org/wiki/Osteospermum,56,en,
431,"Callicarpa, Beautyberry",http://en.wikipedia.org/wiki/Callicarpa,21,en,
432,"Tillandsia cyanea, Pink quill",http://en.wikipedia.org/wiki/Tillandsia_cyanea,54,en,
433,"Hedera helix, Common ivy",http://en.wikipedia.org/wiki/Hedera_helix,95,en,
434,Yucca filamentosa,http://en.wikipedia.org/wiki/Yucca_filamentosa,23,en,
435,Pittosporum tobira,http://en.wikipedia.org/wiki/Pittosporum_tobira,41,en,
436,"Agrostemma githago, Common corn-cockle",http://en.wikipedia.org/wiki/Agrostemma_githago,8,en,
437,"Aesculus, Buckeye",http://en.wikipedia.org/wiki/Aesculus,25,en,
438,"Fatsia japonica, Japanese aralia",http://en.wikipedia.org/wiki/Fatsia_japonica,58,en,
439,Carpobrotus edulis,http://en.wikipedia.org/wiki/Carpobrotus_edulis,15,en,
440,"Datura ferox, Long Spined Thorn Apple, Fierce Thornapple",http://en.wikipedia.org/wiki/Datura_ferox,18,en,
441,Anemone coronaria,http://en.wikipedia.org/wiki/Anemone_coronaria,49,en,
442,"Protea cynaroides, King protea",http://en.wikipedia.org/wiki/Protea_cynaroides,22,en,
443,Taxus,http://en.wikipedia.org/wiki/Taxus,22,en,
444,Adenium obesum,http://en.wikipedia.org/wiki/Adenium_obesum,37,en,
445,"Rhizocarpon geographicum, mapovník zeměpisný",http://cs.wikipedia.org/wiki/Mapovn%C3%ADk_zem%C4%9Bpisn%C3%BD,1,cs,
446,Ficus religiosa,http://en.wikipedia.org/wiki/Ficus_religiosa,2,en,
447,Consolida,http://en.wikipedia.org/wiki/Consolida,11,en,
448,Clerodendrum indicum,http://www.floridata.com/ref/c/cler_ind.cfm,1,en,
449,Aechmea gamosepala,http://en.wikipedia.org/wiki/Aechmea_gamosepala,1,en,
450,"Saintpaulia ionantha, African violet",http://en.wikipedia.org/wiki/Saintpaulia,60,en,
452,"Narcissus pseudonarcissus, Narcis žlutý",http://www.botanickafotogalerie.cz/fotogalerie.php?lng=cz&latName=Narcissus%20pseudonarcissus&title=&showPhoto_variant=photo_description&show_sp_descr=true&spec_syntax=species&sortby=lat,1,cs,
453,"Sansevieria cylindrica, Cylindrical Snake Plant, African Spear, Spear Sansevieria",http://en.wikipedia.org/wiki/Sansevieria_cylindrica,27,en,
454,Nicotiana glauca,http://en.wikipedia.org/wiki/Nicotiana_glauca,32,en,
458,"Nerium oleander, Oleandr",http://cs.wikipedia.org/wiki/Oleandr_obecn%C3%BD,6,cs,
459,Medinilla magnifica,http://en.wikipedia.org/wiki/Medinilla_magnifica,8,en,
460,Anagallis,http://en.wikipedia.org/wiki/Anagallis,2,en,
461,"Viola wittrockiana, Pansy",http://en.wikipedia.org/wiki/Pansy,76,en,
462,Prunus cerasifera,http://en.wikipedia.org/wiki/Cherry_plum,4,en,
463,Cestrum nocturnum,http://en.wikipedia.org/wiki/Cestrum_nocturnum,13,en,
464,Allium,http://en.wikipedia.org/wiki/Allium,40,en,
465,Disocactus phyllanthoides,http://en.wikipedia.org/wiki/Disocactus_phyllanthoides,2,en,
466,Neomarica longifolia,http://berniesgarden.blogspot.cz/2010/03/neomarica-longifolia-yellow-walking.html,4,en,
467,Protea neriifolia,http://en.wikipedia.org/wiki/Protea_neriifolia,6,en,
469,"Agave americana, Century plant",http://en.wikipedia.org/wiki/Agave_americana,30,en,
471,Iris domestica,http://en.wikipedia.org/wiki/Iris_domestica,8,en,
472,"Hypericum androsaemum, Tutsan",http://en.wikipedia.org/wiki/Hypericum_androsaemum,50,en,
473,Senecio vulgaris,http://en.wikipedia.org/wiki/Senecio_vulgaris,10,en,
474,Centaurea macrocephala,http://www.finegardening.com/plantguide/centaurea-macrocephala-giant-knapweed.aspx,1,en,
476,Phallus indusiatus,http://en.wikipedia.org/wiki/Phallus_indusiatus,1,en,
478,Crossandra,http://en.wikipedia.org/wiki/Crossandra,3,en,
479,"Schlumbergera, Christmas Cactus",http://en.wikipedia.org/wiki/Schlumbergera,98,en,
480,Pontederia,http://en.wikipedia.org/wiki/Pontederia,1,en,
481,Dioon edule,http://en.wikipedia.org/wiki/Dioon_edule,1,en,
482,Amorphophallus paeoniifolius,http://en.wikipedia.org/wiki/Amorphophallus_paeoniifolius,2,en,
483,Arbutus unedo,http://en.wikipedia.org/wiki/Arbutus_unedo,23,en,
484,Metrosideros excelsa,http://en.wikipedia.org/wiki/Metrosideros_excelsa,4,en,
485,"Cyclamen persicum, florist's cyclamen",http://en.wikipedia.org/wiki/Cyclamen_persicum,191,en,
488,Ctenanthe setosa 'Grey Star',http://gardendrum.com/2013/05/11/ctenanthe-the-never-never-plants/,5,en,
489,Malva sylvestris 'Mauritanicus',http://en.wikipedia.org/wiki/Malva_sylvestris,23,en,
490,Clerodendron splendens,http://en.wikipedia.org/wiki/Clerodendrum_splendens,5,en,
491,"Dipsacus fullonum, Wild Teasel",http://en.wikipedia.org/wiki/Dipsacus_fullonum,14,en,
492,Nelumbo,http://en.wikipedia.org/wiki/Nelumbo,6,en,
493,"Hippeastrum, Amaryllis",http://en.wikipedia.org/wiki/Hippeastrum,150,en,
495,Scindapsus,http://en.wikipedia.org/wiki/Scindapsus,1,en,
496,Viburnum,http://en.wikipedia.org/wiki/Viburnum,21,en,
497,Dietes,http://en.wikipedia.org/wiki/Dietes,3,en,
499,"Epiphyllum oxypetalum, Dutchman's pipe",http://en.wikipedia.org/wiki/Epiphyllum_oxypetalum,42,en,
500,Ilex aquifolium,http://en.wikipedia.org/wiki/Ilex_aquifolium,6,en,
501,Malus,http://en.wikipedia.org/wiki/Malus,49,en,
502,Senna gaudichaudii,http://en.wikipedia.org/wiki/Senna_gaudichaudii,1,en,
503,"Camellia, Kamélie",http://cs.wikipedia.org/wiki/Camellia,3,cs,
504,Fatshedera lizei,http://en.wikipedia.org/wiki/Fatshedera_lizei,4,en,
505,Setcreasea purpurea,http://en.wikipedia.org/wiki/Tradescantia_pallida,4,en,
506,Cistus cyprius,http://www.rhs.org.uk/Plants/92784/Cistus-x-cyprius/Details,1,en,
507,Ruscus aculeatus,http://en.wikipedia.org/wiki/Ruscus_aculeatus,5,en,
508,White Bat Flower,http://en.m.wikipedia.org/wiki/Tacca_integrifolia,1,en,
509,"Kigelia africana, Sausage Tree",http://en.wikipedia.org/wiki/Kigelia,1,en,
510,"Acmella oleracea, Tooth Ache Plant",http://en.wikipedia.org/wiki/Acmella_oleracea,2,en,
511,Dichorisandra,http://en.wikipedia.org/wiki/Dichorisandra,1,en,
513,Aquilegia buergeriana,http://www.pfaf.org/user/Plant.aspx?LatinName=Aquilegia+buergeriana,1,en,
514,Scadoxus puniceus,http://en.wikipedia.org/wiki/Scadoxus_puniceus,2,en,
515,"Monarda didyma, Bee Balm, Bergamot",http://en.wikipedia.org/wiki/Monarda_didyma,41,en,
516,Yucca,http://en.wikipedia.org/wiki/Yucca,23,en,
518,"Cirsium oleraceum, Pcháč zelinný",http://cs.wikipedia.org/wiki/Pch%C3%A1%C4%8D_zelinn%C3%BD,1,cs,
519,Hosta undulata,http://en.wikipedia.org/wiki/Hosta_undulata,10,en,
520,Arctostaphylos,http://en.wikipedia.org/wiki/Arctostaphylos,3,en,
521,Dracaena marginata 'Tricolor',http://davesgarden.com/guides/pf/go/59787/,33,en,
522,"Orthosiphon aristatus, Cat Whiskers",http://en.wikipedia.org/wiki/Orthosiphon_aristatus,2,en,
523,"Cycas revoluta, King Sago",http://en.wikipedia.org/wiki/Cycas_revoluta,47,en,
524,Aechmea 'Blue Tango',http://davesgarden.com/guides/pf/go/85174/,24,en,
525,"Camellia japonica, Japanese camellia",http://en.wikipedia.org/wiki/Camellia_japonica,166,en,
526,Euphorbia lactea 'Cristata White Ghost',http://www.cactuspedia.info/schede/EUPHORBIA/Euphorbia_lactea/Euphorbia_lactea_cristata_variegata/Euphorbia_lactea_cristata_variegata.htm,5,en,
527,Celosia argentea var. spicata 'Cramer's Amazon',http://davesgarden.com/guides/pf/go/98604/#b,59,en,
529,Helleborus niger,http://en.wikipedia.org/wiki/Helleborus_niger,8,en,
531,Ipomoea tricolor,http://en.wikipedia.org/wiki/Ipomoea_tricolor,9,en,
532,Lablab niger,http://en.wikipedia.org/wiki/Lablab,12,en,
533,Streptocarpus,http://en.wikipedia.org/wiki/Streptocarpus,16,en,
534,Aeschynanthus pulcher,http://en.wikipedia.org/wiki/Aeschynanthus_pulcher,3,en,
536,"Papaver orientale, Oriental poppy",http://en.wikipedia.org/wiki/Papaver_orientale,24,en,
537,Coccinia grandis,http://en.wikipedia.org/wiki/Coccinia_grandis,1,en,
538,Ligustrum ovalifolium,http://en.wikipedia.org/wiki/Ligustrum_ovalifolium,11,en,
539,Mimulus,http://en.wikipedia.org/wiki/Mimulus,3,en,
540,Grevillea lanigera,http://en.wikipedia.org/wiki/Grevillea_lanigera,5,en,
541,"Bellis perennis, Daisy",http://en.wikipedia.org/wiki/Bellis_perennis,42,en,
542,"Celosia argentea, Plumed cockscomb",http://en.wikipedia.org/wiki/Celosia_argentea,124,en,
543,"Ruta graveolens, Rue",http://en.wikipedia.org/wiki/Ruta_graveolens,16,en,
544,"Dianthus caryophyllus, Carnation ",http://en.wikipedia.org/wiki/Dianthus_caryophyllus,76,en,
545,Berzelia,http://en.wikipedia.org/wiki/Berzelia,4,en,
546,Skimmia japonica,http://en.wikipedia.org/wiki/Skimmia_japonica,10,en,
547,"Helianthus annuus, Sunflower",http://en.wikipedia.org/wiki/Sunflower,148,en,
548,Vitex agnus-castus,http://en.wikipedia.org/wiki/Vitex_agnus-castus,33,en,
549,Populus,http://en.wikipedia.org/wiki/Populus,15,en,
550,Cryptanthus,http://en.wikipedia.org/wiki/Cryptanthus,5,en,
551,Dieffenbachia bowmannii,http://davesgarden.com/guides/pf/go/156580/#b,13,en,
552,"Euphorbia bicompacta, African Milk Bush",http://davesgarden.com/guides/pf/go/58037/,30,en,
553,"Abies alba, Jedle bělokorá",http://www.botanickafotogalerie.cz/cz/Abies alba,2,cs,
554,Aeschynanthus speciosus,http://en.wikipedia.org/wiki/Aeschynanthus_speciosus,10,en,
555,"Crassula ovata, Jade plant",http://en.wikipedia.org/wiki/Crassula_ovata,153,en,
556,"Pinus, Pine",http://en.wikipedia.org/wiki/Pine,44,en,
557,Citrus reticulata,http://en.wikipedia.org/wiki/Mandarin_orange,5,en,
558,Harrisia,http://en.wikipedia.org/wiki/Harrisia_%28plant%29,1,en,
559,"Ochna thomasiana, Mickey Mouse Plant",http://davesgarden.com/guides/pf/go/55198/#b,1,en,
560,Crinum asiaticum var. procerum,http://www.onlineplantguide.com/Plant-Details/3612/,1,en,
561,Euonymus europaeus,http://en.wikipedia.org/wiki/Euonymus_europaeus,21,en,
562,"Nelumbo nucifera, Lotus",http://en.wikipedia.org/wiki/Nelumbo_nucifera,6,en,
563,Vicia sativa,http://en.wikipedia.org/wiki/Vicia_sativa,3,en,
564,Cosmos sulphureus,http://en.wikipedia.org/wiki/Cosmos_sulphureus,18,en,
565,Dendrobium,http://en.wikipedia.org/wiki/Dendrobium,53,en,
566,"Ipomoea purpurea, Common Morning Glory",http://en.wikipedia.org/wiki/Ipomoea_purpurea,35,en,
567,"Hylocereus undatus, Dragon Fruit",http://en.wikipedia.org/wiki/Hylocereus_undatus,4,en,
568,Tecoma 'Bells of Fire',http://www.rosieonthehouse.com/faq_detail.aspx?id=1398,3,en,
570,"Plumeria rubra, Frangipani",http://en.wikipedia.org/wiki/Plumeria_rubra,41,en,
571,"Anthurium andraeanum, Tail Flower",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b575,58,en,
572,"Tulipa, Tulip",http://en.wikipedia.org/wiki/Tulip,119,en,
573,"Daucus carota, Wild Carrot",http://eol.org/pages/581785/overview,2,en,
574,"Cardamine, Bittercress",http://en.wikipedia.org/wiki/Cardamine,16,en,
575,Lithops,http://en.wikipedia.org/wiki/Lithops,8,en,
576,"Malvaviscus penduliflorus, Turk's Cap",http://ntbg.org/plants/plant_details.php?plantid=11888,5,en,
577,Echeveria,http://en.wikipedia.org/wiki/Echeveria,63,en,
578,"Sphagneticola trilobata, Wedelia",http://en.wikipedia.org/wiki/Sphagneticola_trilobata,8,en,
579,Viscum,http://en.wikipedia.org/wiki/Viscum,1,en,
581,"Euphorbia cyathophora, Fire on the Mountain",http://en.wikipedia.org/wiki/Euphorbia_cyathophora,19,en,
582,"Trimezia steyermarkii, Walking Iris",http://en.wikipedia.org/wiki/Trimezia_steyermarkii,1,en,
583,Rubus fruticosus,http://en.wikipedia.org/wiki/Blackberry,2,en,
584,Zinnia,http://en.wikipedia.org/wiki/Zinnia,14,en,
585,"Yucca guatemalensis, Spineless Yucca",http://davesgarden.com/guides/pf/go/734/,108,en,
589,Agave americana 'Variegata',http://apps.rhs.org.uk/plantselector/plant?plantid=5861,10,en,
590,Rhododendron,http://en.wikipedia.org/wiki/Rhododendron,68,en,
591,"Billbergia pyramidalis, Torch Plant",http://davesgarden.com/guides/pf/go/80714/,10,en,
592,Euphorbia tythymaloides,http://en.wikipedia.org/wiki/Euphorbia_tithymaloides,7,en,
593,"Narcissus pseudonarcissus, Wild daffodil",http://en.wikipedia.org/wiki/Narcissus_pseudonarcissus,5,en,
594,"Dracaena marginata, Madagascar dragon tree",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b592,266,en,
595,Thunbergia grandiflora,http://en.wikipedia.org/wiki/Thunbergia_grandiflora,8,en,
596,Ficus lyrata,http://en.wikipedia.org/wiki/Ficus_lyrata,42,en,
597,Myrtus communis,http://en.wikipedia.org/wiki/Myrtus,11,en,
598,Phlomis fruticosa,http://en.wikipedia.org/wiki/Phlomis_fruticosa,7,en,
600,"Chrysanthemum, mum",http://en.wikipedia.org/wiki/Chrysanthemum,394,en,
601,"Fouquieria splendens, Ocotillo",http://en.wikipedia.org/wiki/Fouquieria_splendens,5,en,
602,Arisarum vulgare,http://en.wikipedia.org/wiki/Arisarum_vulgare,4,en,
603,Begonia hydrocotylifolia,http://species.wikimedia.org/wiki/Begonia_hydrocotylifolia,1,en,
605,Pyrola,http://tinyurl.com/ps8p2df,1,en,
608,Bauhinia variegata,http://en.wikipedia.org/wiki/Bauhinia_variegata,7,en,
609,Pseudolysimachion,http://www.botanickafotogalerie.cz/fotogalerie.php?lng=en&latName=Pseudolysimachion,1,en,
610,Agrobacterium Leaf Galls,http://www.ipm.ucdavis.edu/PMG/r280101311.html,1,en,
611,"Eriobotrya japonica, Loquat",http://en.wikipedia.org/wiki/Loquat,42,en,
612,Echeveria 'Black Prince',http://davesgarden.com/guides/pf/go/61984/,3,en,
613,"Jatropha podagrica, Bottle Plant",http://en.wikipedia.org/wiki/Jatropha_podagrica,8,en,
614,Calliandra haematocephala 'Nana',http://www.onlineplantguide.com/Plant-Details/374/,2,en,
615,Nymphoides indica,http://en.wikipedia.org/wiki/Nymphoides,1,en,
616,"Loropetalum chinense, Fringe Flower",http://en.wikipedia.org/wiki/Loropetalum_chinense,29,en,
617,Alocasia,http://en.wikipedia.org/wiki/Alocasia,11,en,
618,Vinca major,http://en.wikipedia.org/wiki/Vinca_major,25,en,
619,Philodendron xanadu,http://davesgarden.com/guides/pf/go/59808/,10,en,
620,Leucadendron,http://en.wikipedia.org/wiki/Leucadendron,32,en,
621,"Nandina domestica, Heavenly bamboo ",http://en.wikipedia.org/wiki/Nandina,97,en,
622,Pentas lanceolata,http://www.floridata.com/ref/p/pen_lanc.cfm,36,en,
623,"Rhododendron, pěnišník",http://cs.wikipedia.org/wiki/Rhododendron,4,cs,
624,Tradescantia pallida 'Purpurea',http://apps.rhs.org.uk/plantselector/plant?plantid=4209,83,en,
625,Hibiscus rosa-sinensis 'Brilliant',http://davesgarden.com/guides/pf/go/41796/,2,en,
626,Aloe arborescens,http://en.wikipedia.org/wiki/Aloe_arborescens,7,en,
627,"Alstroemeria, Peruvian Lily",http://en.wikipedia.org/wiki/Alstroemeria,235,en,
628,Dracaena reflexa 'Song of India',http://davesgarden.com/guides/pf/go/2564/,10,en,
629,"Cymbidium, boat orchid",http://en.wikipedia.org/wiki/Cymbidium,32,en,
630,"Hydrangea macrophylla, Bigleaf hydrangea, hortensia",http://en.wikipedia.org/wiki/Hydrangea_macrophylla,86,en,
631,Anthurium 'Miss Mini Purple',http://openagricola.nal.usda.gov/Record/IND23242813,3,en,
632,Schefflera,http://en.wikipedia.org/wiki/Schefflera,10,en,
633,Nicotiana tabacum,http://en.wikipedia.org/wiki/Nicotiana_tabacum,6,en,
634,"Viburnum tinus, Laurustinus",http://en.wikipedia.org/wiki/Viburnum_tinus,32,en,
635,"Gautheria procumbens, Teaberry",http://en.wikipedia.org/wiki/Gaultheria_procumbens,1,en,
636,Psychotria elata,http://www.amusingplanet.com/2013/05/psychotria-elata-or-hookers-lips-most.html,1,en,
638,"Strobilanthes dyerianus, Persian Shield",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a122,10,en,
639,Epidendrum radicans,http://en.wikipedia.org/wiki/Epidendrum_radicans,1,en,
640,"Pinus sylvestris, Scots pine",http://en.wikipedia.org/wiki/scots_Pine,3,en,
641,"Cordyline fruticosa, Ti",http://www.floridata.com/ref/c/cord_fru.cfm,91,en,
644,Alocasia 'Amazonica',http://davesgarden.com/guides/pf/go/2574/,18,en,
